timestamp,power_usage_mW
1724861053949,86421
1724861085068,120438
1724861115275,156087
1724861146399,208841
1724861177526,171964
1724861208657,232187
1724861239777,181664
1724861270892,179886
1724861302015,205133
1724861333131,135437
1724861364251,128740
1724861395377,178394
1724861426504,177210
1724861457627,204726
1724861488751,224498
1724861519879,200555
1724861551008,176974
1724861582134,176779
1724861613249,177627
1724861644365,181877
1724861675493,148554
1724861706622,200697
1724861737738,153734
1724861768856,160573
1724861799974,150105
1724861831105,203186
1724861862221,148761
1724861893346,173420
1724861924467,167746
1724861955586,170425
1724861986708,168723
1724862017831,158214
1724862048989,158142
1724862080107,203807
1724862111231,204934
1724862142348,140018
1724862173466,224038
1724862204582,149083
1724862235699,179160
1724862266818,181346
1724862297939,188778
1724862329057,148846
1724862360176,177351
1724862391299,188967
1724862422425,144675
1724862453547,148981
1724862484669,146623
1724862515787,210497
1724862546903,166883
1724862578028,181375
1724862609149,158239
1724862640268,208901
1724862671386,207092
1724862702502,188351
1724862733620,187238
1724862764737,149526
1724862795853,170755
1724862826980,169013
1724862858096,179602
1724862889227,158642
1724862920349,209712
1724862951465,203572
1724862982582,206792
1724863013698,200166
1724863044814,147769
1724863075935,167222
1724863107053,193465
1724863138172,178106
1724863169292,179952
1724863200409,161302
1724863231535,162824
1724863262658,180774
1724863293779,175556
1724863324905,203418
1724863356028,184989
1724863387146,213030
1724863418266,149080
1724863449383,176564
1724863480503,233202
1724863511626,147036
1724863542747,201707
1724863573868,158958
1724863604985,157559
1724863636111,167036
1724863667229,156458
1724863698345,167709
1724863729468,143364
1724863760797,175435
1724863791914,166049
1724863823031,177905
1724863854161,236875
1724863885277,179679
1724863916394,185724
1724863947514,164096
1724863978645,181189
1724864009764,182521
1724864040885,181765
1724864072006,223163
1724864103127,181445
1724864134249,181126
1724864165371,236381
1724864196495,176718
1724864227615,214649
1724864258732,193643
1724864289849,182365
1724864320966,215552
1724864352089,226760
1724864383207,200113
1724864414336,139267
1724864445477,147874
1724864476605,129642
1724864507725,147616
1724864538842,147439
1724864568912,156992
1724864600032,214251
1724864631152,204290
1724864662273,149374
1724864693400,162780
1724864724520,217634
1724864755640,213297
1724864786756,207606
1724864817872,183354
1724864848990,178806
1724864880105,173093
1724864911223,183105
1724864942342,203185
1724864973457,149301
1724865004573,190763
1724865035692,181762
1724865066807,189384
1724865097927,149308
1724865129045,211901
1724865160162,166160
1724865191281,155074
1724865222407,132902
1724865253526,132923
1724865284839,211275
1724865315953,182309
1724865347068,200580
1724865378184,206099
1724865409304,185312
1724865440422,149374
1724865471542,191639
1724865502657,205243
1724865533774,227511
1724865564890,214655
1724865596007,181980
1724865627122,168077
1724865658241,229960
1724865689361,206920
1724865720477,178341
1724865751600,180876
1724865782718,228013
1724865813831,216063
1724865844947,204008
1724865876067,168971
1724865907189,169264
1724865938311,165592
1724865969453,166266
1724866000707,189850
1724866031824,198379
1724866062948,178206
1724866094065,181366
1724866125182,215587
1724866156312,206526
1724866187435,183860
1724866218560,181125
1724866249677,177600
1724866280799,180756
1724866311919,209837
1724866343045,182999
1724866374161,209617
1724866405282,180640
1724866436398,224755
1724866467513,189348
1724866498630,206493
1724866529748,177701
1724866560868,181473
1724866591990,167287
1724866623109,167692
1724866654225,174378
1724866685545,208012
1724866716661,180747
1724866747778,198816
1724866778893,202405
1724866810010,222931
1724866841127,213817
1724866872246,209718
1724866903364,180889
1724866934483,202930
1724866965602,148169
1724866996717,180451
1724867027835,209566
1724867058956,196553
1724867090075,176392
1724867121196,191196
1724867152321,207575
1724867183439,201130
1724867214554,191825
1724867245673,180407
1724867276797,167531
1724867307916,173361
1724867339046,149707
1724867370173,143630
1724867401289,183196
1724867432406,208654
1724867463524,211165
1724867494651,177046
1724867525768,148535
1724867556888,207061
1724867588007,212000
1724867619121,207886
1724867650239,201163
1724867681355,208585
1724867712472,205655
1724867743593,203911
1724867774710,206635
1724867805825,188089
1724867836948,203125
1724867868068,183949
1724867899186,209872
1724867930304,209664
1724867961421,169232
1724867992542,188524
1724868023658,160175
1724868054984,193760
1724868086099,189245
1724868117217,182436
1724868148335,205165
1724868179454,190468
1724868210583,148433
1724868241702,179929
1724868272818,204064
1724868303938,212070
1724868335059,188966
1724868366180,208175
1724868397300,203771
1724868428434,156000
1724868459555,204736
1724868490672,205606
1724868521787,148580
1724868552907,201412
1724868584021,228119
1724868615138,168976
1724868646258,177330
1724868677377,166711
1724868708771,200769
1724868739891,194271
1724868771009,196089
1724868802131,208055
1724868833246,178940
1724868864364,148517
1724868895501,180826
1724868926625,186170
1724868957743,209125
1724868988873,176979
1724869019989,214698
1724869051108,198998
1724869082231,205894
1724869113350,150315
1724869144466,208897
1724869175589,182793
1724869206706,181624
1724869237829,201774
1724869268945,158780
1724869300062,153017
1724869331180,160977
1724869362301,178308
1724869393443,212052
1724869424564,207045
1724869455688,185613
1724869486805,208678
1724869517920,208835
1724869549040,208433
1724869580163,207534
1724869611280,220404
1724869642395,221491
1724869673513,180526
1724869704633,210683
1724869735755,183223
1724869766871,207428
1724869797988,208457
1724869829108,176505
1724869860225,221152
1724869891343,193061
1724869922467,158832
1724869953584,157913
1724869984706,157343
1724870015830,155428
1724870045870,198630
1724870076984,205647
1724870108100,207268
1724870139215,182257
1724870170338,180289
1724870201454,182993
1724870232574,207860
1724870263693,212083
1724870294807,201763
1724870325922,197805
1724870357041,208229
1724870388162,202178
1724870419285,156952
