timestamp,power_usage_mW
1733430146363,32126
1733430177549,150335
1733430208734,150685
1733430239919,220065
1733430271168,130025
1733430302443,182702
1733430333665,154190
1733430364931,153402
1733430396154,204514
1733430427324,131261
1733430458594,131237
1733430489842,261130
1733430521023,178742
1733430552257,148420
1733430582456,139663
1733430613650,131283
1733430644861,131234
1733430676017,154587
1733430707243,131189
1733430738451,189051
1733430769643,217603
1733430800929,131398
1733430832211,141021
1733430863451,159646
1733430894683,189382
1733430925901,234647
1733430957111,156160
1733430988407,150653
1733431019616,230707
1733431050758,132125
1733431081979,131778
1733431112684,154664
1733431143994,252330
1733431175227,219063
1733431206573,151304
1733431237763,152762
1733431268989,153126
1733431300288,151164
1733431331492,255814
1733431362772,170951
1733431393978,152680
1733431424062,147122
1733431455366,192205
1733431486602,146295
1733431517993,153066
1733431549322,151560
1733431580683,252888
1733431611987,223990
1733431643358,202981
1733431674785,147153
1733431706039,185007
1733431737306,140476
1733431768623,236947
1733431799928,174052
1733431831168,149303
1733431862363,132263
1733431893556,268347
1733431924752,132018
1733431956010,149112
1733431987162,151891
1733432018421,230372
1733432049571,276316
1733432080721,343283
1733432111876,193931
1733432143184,157174
1733432174330,149995
1733432205458,230255
1733432236707,343735
1733432267855,305293
1733432299049,136238
1733432330211,341477
1733432361503,153761
1733432392862,139093
1733432424148,204265
1733432455522,154596
1733432486741,152690
1733432517977,182749
1733432549280,192435
1733432579330,227570
1733432610577,222008
1733432641874,153649
1733432673189,154238
1733432704557,153396
1733432735803,149788
1733432765818,147775
1733432796999,209208
1733432828223,241466
1733432859478,248386
1733432890849,204170
1733432922228,153373
1733432953483,175089
1733432984753,151754
1733433016049,155183
1733433047369,169525
1733433078594,247771
1733433109870,157313
1733433141175,197046
1733433172386,154822
1733433203703,203557
1733433234904,182946
1733433266212,153674
1733433297577,153542
1733433329024,217332
1733433360328,195074
1733433391599,158915
1733433422764,152011
1733433454007,154085
1733433485199,227871
1733433516465,151837
1733433547621,132286
1733433578782,294944
1733433609992,153923
1733433641225,154226
1733433672354,343713
1733433703528,154641
1733433734703,154394
1733433765959,269992
1733433797115,212235
1733433828290,176710
1733433859451,279934
1733433890615,154911
1733433921755,322482
1733433952912,152768
1733433984096,255805
1733434015325,170190
1733434046641,151168
1733434077770,183800
1733434109133,154931
1733434140386,259163
1733434171768,230645
1733434203126,149982
1733434234370,149493
1733434265635,152773
1733434295650,139736
1733434326958,156129
1733434358240,193554
1733434389581,200823
1733434420826,207577
1733434452122,172547
1733434483449,164685
1733434514758,163733
1733434545959,188111
1733434577317,158833
1733434608656,155442
1733434639929,157226
1733434671308,141199
1733434702451,266173
1733434733696,154237
1733434764973,253223
1733434796312,175362
1733434827654,148163
1733434858912,153856
1733434890241,153944
1733434921671,227948
1733434953052,156602
1733434984388,156950
1733435015572,153634
1733435046922,158825
1733435078145,140727
1733435109382,154079
1733435140632,159153
1733435171854,221747
1733435203122,153934
1733435234360,207794
1733435265552,342951
1733435296762,248582
1733435328075,142401
1733435359271,149300
1733435390415,137076
1733435421609,135461
1733435452755,236395
1733435483942,155756
1733435515098,252857
1733435546319,344460
1733435577545,172620
1733435608810,155249
1733435639930,135588
1733435671187,147240
1733435702485,136019
1733435733115,146623
1733435764431,159145
1733435795695,260390
1733435827017,160051
1733435858237,157046
1733435888302,149089
1733435919539,155015
1733435950795,154196
1733435982007,131856
1733436013207,218868
