timestamp,power_usage_mW
1724746330705,40961
1724746361927,129405
1724746392118,158898
1724746423239,169320
1724746454356,215808
1724746485490,150618
1724746516606,149941
1724746547726,152591
1724746578842,181500
1724746609964,215143
1724746641090,209399
1724746672214,206446
1724746703339,185652
1724746734470,172692
1724746765601,181866
1724746796726,137200
1724746827850,150791
1724746858967,160554
1724746890087,179074
1724746921211,151828
1724746952328,155252
1724746983459,168472
1724747014578,182492
1724747045694,240980
1724747076812,169307
1724747107943,181007
1724747139070,225412
1724747170186,187460
1724747201319,152122
1724747232446,151027
1724747263573,141427
1724747294702,159661
1724747325835,170929
1724747357102,233943
1724747388220,206638
1724747419340,181951
1724747450456,174264
1724747481572,210379
1724747512698,179246
1724747543818,194548
1724747574936,218106
1724747606060,211352
1724747637189,190153
1724747668308,182551
1724747699429,210345
1724747730546,190583
1724747761672,200464
1724747792803,184190
1724747823934,180807
1724747855061,180108
1724747886181,179162
1724747917308,150686
1724747948431,182225
1724747979545,203004
1724748010673,171566
1724748041797,150421
1724748072918,176184
1724748104044,180531
1724748135176,181562
1724748166294,195508
1724748197414,194098
1724748228538,205857
1724748259655,150813
1724748290775,207980
1724748321891,216234
1724748353007,222671
1724748384125,187718
1724748415241,179578
1724748446359,186675
1724748477474,180084
1724748508598,188291
1724748539712,216742
1724748570830,209415
1724748601948,185879
1724748633072,182347
1724748664191,166419
1724748695317,184506
1724748726433,209681
1724748757549,181434
1724748788669,183074
1724748819799,160873
1724748850933,149568
1724748882139,185330
1724748913256,180472
1724748944372,222129
1724748975489,183936
1724749006608,226027
1724749037730,197855
1724749068846,188071
1724749099961,186120
1724749131081,226147
1724749162201,213892
1724749193318,187536
1724749224435,207706
1724749255552,182077
1724749286670,230272
1724749317788,194016
1724749348908,178928
1724749380031,212056
1724749411154,185020
1724749442272,155858
1724749473390,201650
1724749504509,159136
1724749535636,169404
1724749566762,169702
1724749597894,160344
1724749629083,199840
1724749660202,184885
1724749691324,150973
1724749722445,151537
1724749753561,190546
1724749784677,206506
1724749815797,195692
1724749846915,151056
1724749878030,207200
1724749909150,186620
1724749940266,183080
1724749971389,161578
1724750002508,209819
1724750033635,175349
1724750064755,213000
1724750095872,192588
1724750126994,208481
1724750158120,177747
1724750189241,213606
1724750220356,140002
1724750251475,158825
1724750282593,151089
1724750313715,159284
1724750345002,184026
1724750376122,178466
1724750407248,204889
1724750438366,181886
1724750469494,217199
1724750500614,188306
1724750531730,213540
1724750562850,200139
1724750593967,219656
1724750625085,199858
1724750656200,184227
1724750687319,184190
1724750718443,213676
1724750749559,152393
1724750780679,236307
1724750811797,214961
1724750842917,189498
1724750874035,204417
1724750905159,247238
1724750936285,166741
1724750967404,169705
1724750998524,159592
1724751029660,151511
1724751060912,181617
1724751092030,200471
1724751123147,182086
1724751154263,182689
1724751185380,202580
1724751216494,182844
1724751247611,210195
1724751278736,202641
1724751309854,212716
1724751340975,210938
1724751372096,205651
1724751403218,240736
1724751434336,209524
1724751465456,234226
1724751496572,216769
1724751527697,209330
1724751558815,198820
1724751589935,183800
1724751621051,184527
1724751652167,169317
1724751683287,161530
1724751714412,169507
1724751745544,167502
1724751776711,210169
1724751807831,222171
1724751838946,236737
1724751870075,208936
1724751901193,149752
1724751932313,205753
1724751963439,179202
1724751994554,178806
1724752025670,171578
1724752056787,182522
1724752087914,209292
1724752119028,183829
1724752150145,178795
1724752181262,213712
1724752212385,182104
1724752243511,194934
1724752274628,149512
1724752305756,203181
1724752336873,182299
1724752368001,178782
1724752399135,168831
1724752430253,138823
1724752461370,159955
1724752492533,181600
1724752523651,181507
1724752554767,193831
1724752585883,224103
1724752617005,188258
1724752648135,179738
1724752679251,178663
1724752710370,208895
1724752741489,188139
1724752772605,199712
1724752803722,211249
1724752834843,205012
1724752865959,179094
1724752897084,201549
1724752928198,176320
1724752959315,183045
1724752990431,214168
1724753021551,182362
1724753052668,192821
1724753083784,182280
1724753114902,170535
1724753146019,171236
1724753177165,181302
1724753208283,189357
1724753239415,187705
1724753270529,206163
1724753301644,150734
1724753332765,214687
1724753363887,208096
1724753395004,186110
1724753426121,199106
1724753457245,184693
1724753488372,204828
1724753519493,211803
1724753550614,179821
1724753581730,150698
1724753612850,185019
1724753643973,150937
1724753675094,183614
1724753706214,210510
1724753737352,242380
1724753768469,183864
1724753799602,159036
1724753830723,170216
1724753861840,148515
1724753892973,181473
1724753924113,188406
1724753955234,171244
1724753986355,211133
1724754017480,199780
1724754048595,184682
1724754079713,180779
1724754110828,187301
1724754141948,225284
1724754173067,184256
1724754204184,151360
1724754235299,183953
1724754266414,239134
1724754297531,235316
1724754328655,198267
1724754359771,205522
1724754390887,178575
1724754422004,205040
1724754453126,184698
1724754484247,161238
1724754515373,159059
1724754546496,158089
1724754577612,158266
1724754608732,179050
1724754639847,151090
1724754670965,187908
1724754702082,207032
1724754733199,204926
1724754764323,182461
1724754795440,165966
1724754826556,184270
1724754857678,212711
1724754888802,195813
1724754919917,208697
1724754951031,187728
1724754982148,182361
1724755013265,213424
1724755044384,238853
1724755075502,164180
1724755106618,212359
1724755137736,218794
1724755168851,173004
1724755199970,172987
1724755231094,158659
1724755262214,160586
1724755293521,228781
1724755324638,215724
1724755355756,206887
1724755386873,235709
1724755417991,221074
1724755449108,151300
1724755480228,199461
1724755511343,228694
1724755542459,194407
1724755573576,186213
1724755604696,196179
1724755635812,179387
1724755666931,206516
1724755698053,182806
1724755729174,218909
1724755760298,172853
1724755791417,193637
1724755822543,185101
1724755853661,161109
1724755884799,158641
1724755915937,164205
1724755947056,162020
1724755978174,136018
1724756009354,184377
1724756040473,191600
1724756071589,206230
1724756102710,214230
1724756133831,193877
1724756164952,208169
1724756196069,151447
1724756227187,209125
1724756258304,188129
1724756289422,168234
1724756320540,206826
1724756351659,164727
1724756382778,159570
1724756413910,182594
1724756445025,220668
1724756476144,180743
1724756507258,195541
1724756538380,207533
1724756569496,163541
1724756600614,164180
1724756631728,170829
1724756662848,171529
1724756693992,182254
1724756725114,199075
1724756756231,180944
1724756787350,208444
1724756818471,184734
1724756849586,202214
1724756880705,164928
1724756911823,151121
1724756942940,190080
1724756974061,164098
1724757005179,168145
1724757036296,185727
1724757067416,209480
1724757098533,188946
1724757129666,213581
1724757160784,216411
1724757191900,178997
1724757223016,179829
1724757254135,152811
1724757285257,186023
1724757316375,147624
1724757347614,180442
1724757378732,183322
1724757409849,227128
1724757440965,216613
1724757472082,203070
1724757503197,214517
1724757534322,207903
1724757565443,194164
1724757596559,209402
1724757627680,178503
1724757658802,196939
1724757689920,226226
1724757721039,194063
1724757752157,189633
1724757783271,191428
1724757814390,224797
1724757845506,210135
1724757876625,155966
1724757907749,166531
1724757938882,168200
1724757969997,125941
1724758001127,196381
1724758032249,182550
1724758063370,233352
1724758094485,200265
1724758125602,193437
1724758156719,188127
1724758187835,179736
1724758218963,204838
1724758250082,201828
1724758281201,215237
1724758312323,224930
1724758343441,184133
1724758374562,204001
1724758405687,205283
1724758436808,183950
1724758467930,203738
1724758499050,206287
1724758530169,178198
1724758561283,172156
1724758592401,171323
1724758623526,160284
1724758654646,183855
1724758685766,210079
1724758716883,180495
1724758748004,214613
1724758779122,221951
1724758810247,220725
1724758841382,216103
1724758872506,169194
1724758903628,185377
1724758934747,201437
1724758965871,216760
1724758997001,187587
1724759028121,183705
1724759059255,211666
1724759090372,196482
1724759121486,210804
1724759152604,206883
1724759183729,160603
1724759214873,171393
1724759245993,182663
1724759277110,160287
1724759307148,209357
1724759338266,210650
1724759369380,208370
1724759400497,235618
1724759431617,165474
1724759462733,181787
1724759493855,239394
1724759524970,212742
1724759556086,207467
1724759587203,192368
1724759618324,216142
1724759649444,202230
1724759680562,224079
1724759711682,182230
1724759742804,194707
1724759773923,205782
1724759805039,147556
1724759836167,162152
1724759867285,172235
1724759898432,150170
1724759929655,150245
1724759960781,203052
1724759991898,210636
1724760023015,198782
1724760054132,172234
1724760085248,192853
1724760116365,217399
1724760147484,193288
1724760178601,180519
1724760209726,217291
1724760240848,215370
1724760271969,207904
1724760303083,202463
1724760334205,178546
1724760365324,165381
1724760396439,228192
1724760427555,202794
1724760458682,159509
1724760489801,159033
1724760520920,168159
1724760552036,202889
1724760583154,200362
1724760614270,186264
1724760645385,182335
1724760676503,185453
1724760707624,208572
1724760738741,189671
1724760769856,213405
1724760800976,204925
1724760832097,217932
1724760863213,196519
1724760894333,222166
1724760925456,211571
1724760956581,188199
1724760987704,238199
1724761018827,220085
1724761049945,171195
1724761081085,171095
1724761112211,180729
1724761143326,169569
1724761174679,207831
1724761205800,211294
1724761236925,211571
1724761268046,186774
1724761299165,196248
1724761330286,212166
1724761361409,203010
1724761392528,219628
1724761423648,200377
1724761454768,177911
1724761485888,185865
1724761517005,169138
1724761548123,212572
1724761579242,210102
1724761610363,189612
1724761641480,201752
1724761672598,168829
1724761703720,172574
1724761734847,174879
1724761766079,216189
1724761797199,212601
1724761828315,215491
1724761859432,191327
1724761890552,225496
1724761921672,184644
1724761952787,181652
1724761983904,195559
1724762015020,179483
1724762046136,206724
1724762077251,185540
1724762108376,178325
1724762139497,231068
1724762170618,221620
1724762201735,235970
1724762232860,223640
1724762263986,211159
1724762295101,172392
1724762326218,161085
1724762357335,169908
1724762387376,183160
1724762418500,205813
1724762449616,155535
1724762480734,188906
1724762511852,208196
1724762542969,204360
1724762574089,221110
1724762605205,210520
1724762636330,237032
1724762667451,155056
1724762698570,211017
1724762729693,209367
1724762760814,210973
1724762791941,150459
1724762823058,209619
1724762854174,194550
1724762885316,169176
1724762916440,168575
1724762947565,154512
1724762978690,147826
1724763009847,203138
1724763040965,183030
1724763072081,196505
1724763103201,181693
1724763134318,205398
1724763165440,227962
1724763196557,218136
1724763227672,163798
1724763258790,195822
1724763289910,209753
1724763321025,213419
1724763352148,207611
1724763383266,218822
1724763414394,203928
1724763445513,183004
1724763476629,214358
1724763507751,180427
1724763538873,176453
1724763569996,168704
1724763601212,202396
1724763632331,179709
1724763663446,191974
1724763694564,202122
1724763725687,226740
1724763756806,216673
1724763787928,213239
1724763819044,216088
1724763850164,223349
1724763881280,190873
1724763912402,212093
1724763943520,209473
1724763974644,207092
1724764005761,197903
1724764036889,212055
1724764068005,228976
1724764099128,168913
1724764130253,177872
1724764161373,158995
1724764192493,159554
1724764223613,195302
1724764254731,181333
1724764285851,222629
1724764316967,239266
1724764348088,208030
1724764379206,212300
1724764410324,207457
1724764441444,192859
1724764472565,218204
1724764503682,212498
1724764534807,190625
1724764565924,208316
1724764597040,205100
1724764628156,227972
1724764659273,219279
1724764690392,177812
1724764721511,171296
1724764752631,173777
1724764784010,173095
1724764815126,212687
1724764846250,216009
1724764877367,163809
1724764908485,205324
1724764939607,227382
1724764970723,184821
1724765001841,209037
1724765032960,201961
1724765064077,207779
1724765095197,217124
1724765126313,210114
1724765157432,211458
1724765188548,207738
1724765219673,185764
1724765250789,196754
1724765281910,171982
1724765313045,170395
1724765344177,149394
1724765375496,201213
1724765406612,222710
1724765437733,192271
1724765468852,220772
1724765499975,227443
1724765531093,183865
1724765562208,238689
1724765593323,216488
1724765624443,212651
1724765655562,211475
1724765686678,176610
1724765717797,210391
1724765748924,213503
1724765780049,152455
1724765811167,216227
1724765842285,209970
1724765873425,127237
1724765904546,167263
1724765935666,163308
1724765967032,227742
1724765998149,185168
1724766029266,216782
1724766060384,216204
1724766091505,217191
1724766122624,206219
1724766153739,198894
1724766184854,222219
1724766215973,181429
1724766247090,193810
1724766278206,203559
1724766309324,217113
1724766340440,202237
1724766371557,215347
1724766402678,211390
1724766433793,184801
1724766464911,160824
1724766496031,171880
1724766527172,178792
1724766558344,215092
1724766589465,205057
1724766620581,212943
1724766651703,207950
1724766682821,207553
1724766713938,212866
1724766745053,184992
1724766776172,211302
1724766807291,206580
1724766838409,178456
1724766869535,224711
1724766900652,218212
1724766931768,188269
1724766962893,212177
1724766994016,202795
1724767025132,220921
1724767056253,168851
1724767087386,181220
1724767118509,171516
1724767148578,183428
1724767179697,185413
1724767210819,177792
1724767241938,215606
1724767273056,206993
1724767304175,228774
1724767335292,180717
1724767366410,180232
1724767397530,226940
1724767428648,184894
1724767459767,215779
1724767490886,208814
1724767522005,215013
1724767553131,196933
1724767584247,208545
1724767615367,183166
1724767646486,178449
1724767677604,168238
1724767708740,167238
1724767740006,212498
1724767771120,238936
1724767802238,190029
1724767833357,220619
1724767864480,211657
1724767895598,214531
1724767926715,214737
1724767957837,211633
1724767988953,203170
1724768020077,209657
1724768051193,213000
1724768082313,216884
1724768113451,216657
1724768144567,211707
1724768175690,208211
1724768206805,168583
1724768237939,163483
1724768269055,167534
1724768300172,168807
1724768330204,208832
1724768361321,218812
1724768392444,194692
1724768423562,209199
1724768454680,211094
1724768485801,230015
1724768516918,172879
1724768548041,193079
1724768579166,208965
1724768610285,218968
1724768641404,158441
1724768672521,213563
1724768703639,211401
1724768734758,205529
1724768765886,206274
1724768797000,202770
1724768828117,167863
1724768859241,124424
1724768890358,159172
1724768921473,166477
1724768952858,188347
1724768983975,206827
1724769015092,180141
1724769046218,220408
1724769077333,207082
1724769108448,211995
1724769139565,206642
1724769170697,228060
1724769201814,174342
1724769232935,197821
1724769264055,205658
1724769295172,203127
1724769326289,234427
1724769357422,183559
1724769388542,210306
1724769419662,169217
1724769450783,167996
1724769481905,170154
1724769513031,154505
1724769544255,189442
1724769575374,188214
1724769606491,173737
1724769637609,194156
1724769668735,184655
1724769699850,229426
1724769730968,194551
1724769762086,214819
1724769793202,209994
1724769824319,185259
1724769855437,225183
1724769886558,217026
1724769917675,211352
1724769948792,208919
1724769979910,181763
1724770011032,178979
1724770042158,171730
1724770073276,168222
1724770103418,180857
1724770134539,216423
1724770165655,205479
1724770196770,180044
1724770227896,207677
1724770259021,203307
1724770290144,214304
1724770321268,231512
1724770352388,226970
1724770383505,211573
1724770414622,198769
1724770445739,209628
1724770476859,211959
1724770507982,210015
1724770539101,209517
1724770570218,198547
1724770601333,157960
1724770632456,167506
1724770663586,149185
1724770694702,162995
1724770725839,204235
1724770756959,177968
1724770788078,213804
1724770819194,194685
1724770850313,215494
1724770881437,202619
1724770912555,209458
1724770943686,202892
1724770974804,195703
1724771005922,206719
1724771037042,209080
1724771068161,187009
1724771099285,201302
1724771130404,219661
1724771161522,207609
1724771192647,159543
1724771223770,170656
1724771254902,147818
1724771284946,211342
1724771316062,200156
1724771347178,202790
1724771378295,183996
1724771409413,216316
1724771440535,205794
1724771471655,217218
1724771502770,208734
1724771533891,157624
1724771565009,210358
1724771596125,211644
1724771627241,209432
1724771658363,212570
1724771689479,210525
1724771720604,185174
1724771751726,170112
1724771782844,170201
1724771813959,178536
1724771845079,168411
1724771876289,209361
1724771907411,209631
1724771938528,211032
1724771969645,182990
1724772000762,209677
1724772031878,213954
1724772062995,188691
1724772094117,212613
1724772125233,212578
1724772156350,213857
1724772187472,206313
1724772218592,187913
1724772249715,215224
1724772280842,217647
1724772311959,206098
1724772343081,159631
1724772374205,179211
1724772405329,157490
1724772435366,206612
1724772466485,204356
1724772497607,207549
1724772528723,187199
1724772559841,216487
1724772590958,219376
1724772622073,210729
1724772653191,210739
1724772684312,202659
1724772715432,208268
1724772746554,207213
1724772777679,209036
1724772808797,215548
1724772839917,209958
1724772871035,232135
1724772902159,181661
1724772933276,148616
1724772964396,152515
1724772995523,168464
1724773026640,215027
1724773057758,206960
1724773088880,205352
1724773120004,195963
1724773151122,126492
1724773182237,216066
1724773213356,208643
1724773244476,208627
1724773275595,180892
1724773306716,205645
1724773337832,220887
1724773368958,214624
1724773400077,201617
1724773431192,230513
1724773462309,189612
1724773493431,162200
1724773524551,164745
1724773555684,175933
1724773585710,208720
1724773616832,216451
1724773647950,183287
1724773679072,212109
1724773710192,229351
1724773741308,210845
1724773772430,207315
1724773803546,204487
1724773834663,211091
1724773865783,208654
1724773896900,183688
1724773928018,206341
1724773959141,205468
1724773990256,208151
1724774021375,216073
1724774052492,170889
1724774083618,174585
1724774114738,174609
1724774145910,177156
1724774177250,210184
1724774208371,196742
1724774239489,179950
1724774270606,228188
1724774301724,218512
1724774332847,212065
1724774363970,215211
1724774395092,203793
1724774426213,212855
1724774457332,216210
1724774488448,208139
1724774519570,191960
1724774550686,223179
1724774581805,210551
1724774612921,171912
1724774644049,173792
1724774675178,186810
1724774706310,168367
1724774737642,211308
1724774768779,191600
1724774799897,208047
1724774831014,212264
1724774862144,215893
1724774893261,188705
1724774924377,176660
1724774955502,212010
1724774986619,193396
1724775017746,210973
1724775048862,210917
1724775079979,216548
1724775111095,178294
1724775142212,199774
1724775173331,213421
1724775204448,160927
1724775235568,167453
1724775266686,139450
1724775297807,180723
1724775328923,203513
1724775360037,208649
1724775391160,207470
1724775422282,158548
1724775453416,178027
1724775484533,198689
1724775515649,207127
1724775546768,207176
1724775577890,186922
1724775609010,212076
1724775640133,195885
1724775671252,210974
1724775702368,214186
1724775733486,240030
1724775764603,172347
1724775795721,179453
1724775826869,175509
1724775858117,207080
1724775889232,200664
1724775920350,225341
1724775951469,222803
1724775982586,211173
1724776013705,179827
1724776044827,225381
1724776075945,211584
1724776107072,213278
1724776138193,215099
1724776169314,206307
1724776200430,212700
1724776231550,229054
1724776262669,219296
1724776293788,208203
1724776324908,164033
1724776356035,136529
1724776387159,159159
1724776418281,170587
1724776449662,208663
1724776480780,209669
1724776511895,190542
1724776543019,212183
1724776574135,209387
1724776605261,211823
1724776636381,207979
1724776667500,213496
